,NPC,Households,PV output,LLP,Diesel Cost,Renewable invesment cost,Genererator invesment cost,Battery invesment cost,Battery operation cost,PV nominal capacity,Genset nominal capacity,Battery nominal capacity
454,159078.814075502,140,4,0.0073,0.46,1.421,1.509,0.442,2.5E-05,20044.6425440854,18489.153396953,5378.5654445404
455,225029.281635708,140,6,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,22409.9964752609,16229.8162101461,0
456,266727.404193906,116,8,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,15646.2728868577,52830.5076566979,0
457,243061.673258499,116,5,0.0073,0.46,1.421,1.509,0.442,2.5E-05,14160.372786771,55451.1009463078,3709.06890879705
458,190102.832779069,116,0,0.0375,0.324,1.774,1.485,0.695,5.375E-05,0,47707.8932008224,0
459,162934.1854342,140,3,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,18128.1175579766,16136.2416436218,0
460,229957.838320749,128,0,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,24462.8799896056,17018.0079150653,9612.03120077751
461,264097.652213232,128,7,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,41982.8065800567,11669.3426605464,67819.0126778783
462,308123.307980702,116,8,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,20842.7896747591,45031.5472174664,0
463,261949.65176823,116,1,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,16381.2711824947,52830.1207343498,0
464,264017.728404487,128,9,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,42227.349516748,11610.7839400056,68728.8837487657
465,183338.729192569,116,5,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,0,59773.7187539015,0
466,243904.877018597,116,4,0.0073,0.46,1.421,1.509,0.442,2.5E-05,13648.1687631466,55604.3281986027,3033.00680640016
467,326652.772047203,116,1,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,28739.8804028251,43565.5043395738,36203.8444092954
468,163115.374418231,128,5,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,14809.9482370363,17072.4386423289,0
469,266895.707139786,116,5,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,15655.485153393,52831.4522189442,0
470,128136.222883352,140,9,0.0375,0.324,1.774,1.485,0.695,5.375E-05,1750.66198169765,19815.6618164729,0
471,250031.319691607,140,3,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,26194.4653854591,15724.5462147674,8384.08320233848
472,244138.780411905,128,2,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,24250.5998974389,17006.2302764977,6273.43880662375
473,182242.707034297,140,0,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,18124.9194174189,18282.1371550851,0
474,190102.832779069,116,6,0.0375,0.324,1.774,1.485,0.695,5.375E-05,0,47707.8932008224,0
475,193565.216475633,128,8,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,24020.7373339615,17262.4669345035,8906.46372837781
476,216258.612624106,140,2,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,21237.3115992919,16226.2091460435,0
477,177878.737023549,128,3,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,16333.2662905836,19347.7275661397,0
478,256513.083957561,140,0,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,47196.8815844695,9029.68895021892,108604.583388544
479,188699.398356936,140,6,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,19282.6626613162,18487.2046404116,0
480,345059.748270939,116,4,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,27478.7952125435,45980.743985018,10352.7319848541
481,228980.632403695,128,1,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,24369.8603935813,16937.2503435329,10222.2106467068
482,110503.839663515,128,3,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,9852.95647941128,21927.0287700382,0
483,242114.400542083,140,9,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,27396.8974024863,16633.4019965832,4821.23877148644
484,117777.583885283,140,1,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,16284.5428751884,22322.0029033157,0
485,264900.344812,128,4,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,42037.6154094768,11726.8020666667,68242.5987293458
486,120763.419937632,128,1,0.0375,0.324,1.774,1.485,0.695,5.375E-05,816.553593576959,18186.737507987,0
487,199559.871771617,140,4,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,25839.6037669043,16300.1556166667,8538.10609736151
488,183338.729192569,116,9,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,0,59773.7187539016,0
489,191405.417106073,140,1,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,26018.4402080531,14933.9349901218,19048.1118636658
490,344648.02425743,116,9,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,27511.3322737628,45914.4130669063,10727.6839998814
491,216534.646378687,140,1,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,21214.5481805491,16226.3250118639,0
492,120794.618132065,128,6,0.0375,0.324,1.774,1.485,0.695,5.375E-05,0,18362.7362265237,0
493,302022.814931825,116,3,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,20328.5581531921,45007.5850010789,0
494,113369.190203928,128,7,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,11403.1255415037,21923.92019565,0
495,244518.704747476,128,1,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,24116.4607731937,17113.9280456815,5502.33063626255
496,262659.239992601,116,0,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,16182.1549008804,52830.1207343498,0
497,337120.114309805,116,9,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,29010.4201720469,45303.2246934334,25141.1257558005
498,168462.859825852,140,7,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,17849.4862856368,16386.5042803089,0
499,239279.005519235,116,9,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,15135.4405774307,44647.0501273097,0
500,224548.891292403,140,9,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,22549.5161783986,16208.6396031344,0
501,159186.212518432,140,6,0.0073,0.46,1.421,1.509,0.442,2.5E-05,20146.7445236066,18488.2413340371,5513.19611293275
502,188652.291221569,140,4,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,19374.3370927512,18470.740554449,0
503,367716.746998711,116,6,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,53093.4984239635,36249.0500666667,119826.703234102
504,367795.524529027,116,4,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,52691.4634028465,36234.4519009192,119700.860613211
505,183338.729192569,116,4,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,0,59773.7187539015,0
506,238264.948200195,116,8,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,15331.8917523474,44607.9008215905,0
507,199135.825639281,140,9,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,25976.6282755213,16219.2945333333,8997.38395997512
508,155206.729856938,128,4,0.0073,0.46,1.421,1.509,0.442,2.5E-05,14152.2499384344,20335.8620751557,942.723737572523
509,192327.313247398,140,0,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,25801.4070527024,15137.4895083647,17414.4811299955
510,333539.100246749,116,2,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,27426.020195735,44151.9412099207,21542.7672556737
511,224970.299049984,140,4,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,22417.6877333569,16232.3187413177,0
512,114123.08143011,128,4,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,11944.0889107383,22075.9089470318,0
513,253940.53886676,128,4,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,25469.7060245986,17779.55365,744.410729845444
514,183338.729192569,116,7,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,0,59773.7187539015,0
515,182403.832318865,128,8,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,15956.437286527,19338.7114784752,0
516,178398.316005574,128,0,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,16231.250362234,19348.1595349174,0
517,234256.129214497,140,0,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,26413.2708335365,15724.7397049993,11522.2270912856
518,150774.288981889,128,3,0.0073,0.46,1.421,1.509,0.442,2.5E-05,15229.106499045,19997.1860881262,2465.91748508613
519,199602.119930453,140,6,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,25832.6322903666,16296.9442733816,8563.60132380839
520,122440.999407769,140,9,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,15208.6544972776,23889.4971995548,0
521,219431.80340001,128,9,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,20935.3523525683,17161.1314122036,0
522,302752.566091527,116,0,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,20373.2064499045,45000.389655149,0
523,183338.729192569,116,6,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,0,59773.7187539015,0
524,251048.402897146,140,0,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,26209.775114932,15858.5567953329,7369.18701496752
525,335018.286408675,116,8,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,29212.7746682996,44937.5399480851,27370.6730628469
526,183386.118056049,128,7,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,15722.5486822257,19339.0859623937,0
527,150531.84692761,128,2,0.0073,0.46,1.421,1.509,0.442,2.5E-05,15314.229466945,19985.8655518904,2507.59564068472
528,183776.797049621,128,4,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,15687.5737899065,19350.1796758709,0
529,223371.116724606,140,5,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,22095.758872207,16228.6971735341,0
530,241954.805529114,140,7,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,27261.205411233,16636.0627238764,4806.39895899293
531,120794.618132065,128,4,0.0375,0.324,1.774,1.485,0.695,5.375E-05,0,18362.7362265237,0
532,198086.739401061,140,5,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,25774.7210171977,16089.199846155,10069.8825779794
533,243753.314872762,116,9,0.0073,0.46,1.421,1.509,0.442,2.5E-05,13724.8726753956,55604.3281986027,3033.00680640016
534,190102.832779069,116,8,0.0375,0.324,1.774,1.485,0.695,5.375E-05,0,47707.8932008224,0
535,257523.800756024,140,8,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,27274.5435454736,16446.1121024502,2985.41422777282
536,239319.149372347,116,1,0.0073,0.46,1.421,1.509,0.442,2.5E-05,15801.4308042582,54850.3725915384,6419.92285701444
537,249753.569191137,128,1,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,47116.3963388372,8570.07036700931,131442.871273084
538,120786.689702093,128,0,0.0375,0.324,1.774,1.485,0.695,5.375E-05,436.735932646066,18267.0000685423,0
539,234221.778556343,116,3,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,15911.8020502692,44516.1992207637,0
540,279289.511031807,116,5,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,28504.4733377338,44117.55185,36868.3108565623
541,264869.322489307,128,6,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,42142.834572963,11679.4073958279,69077.1543674283
542,153158.005528736,140,3,0.0073,0.46,1.421,1.509,0.442,2.5E-05,18655.7896395842,18464.8834500125,4186.17626213859
543,239544.622714245,116,6,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,15245.397608791,44669.7146371525,0
544,239850.216465669,116,0,0.0073,0.46,1.421,1.509,0.442,2.5E-05,15578.8090536242,54916.6304541112,6114.12931157681
545,177557.844510458,128,2,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,16282.2356472746,19345.3432240831,0
546,270071.436766493,140,6,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,45099.0394767795,11047.4752994931,65621.7340142252
547,217899.522533849,128,8,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,20834.2196023657,17155.6487982331,0
548,190102.832779069,116,4,0.0375,0.324,1.774,1.485,0.695,5.375E-05,0,47707.8932008222,0
549,159493.855511498,128,0,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,15459.0224602592,17061.0914080085,0
550,120771.246365822,128,3,0.0375,0.324,1.774,1.485,0.695,5.375E-05,724.95528838717,18206.579286174,0
551,368359.105658832,116,7,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,51531.7449562949,36385.2025644375,118560.263988891
552,271608.498622361,116,1,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,29225.2950507228,42321.8448333333,49152.5840600376
553,260203.203604574,140,6,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,27417.3155234899,16652.6092268861,1668.38216398856
554,126880.786983996,140,3,0.0375,0.324,1.774,1.485,0.695,5.375E-05,5862.3959933113,18433.3419768028,0
555,183338.729192569,116,3,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,0,59773.7187539015,0
556,244648.738954641,128,3,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,24150.4622970259,17122.8577907732,5438.56842006698
557,342886.023995297,116,5,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,27519.6082303291,45656.9573421176,12268.1371565195
558,122674.886259591,140,5,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,14383.3257056151,24605.8460140721,0
559,110332.150384313,128,2,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,9730.21586435752,21926.7249593689,0
560,183338.729192569,116,2,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,0,59773.7187539016,0
561,251502.256895917,128,8,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,25229.402444879,17640.3238059677,1511.40934664809
562,253984.270689223,128,6,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,25448.0921197211,17809.8329802639,545.937580751926
563,154362.234862798,128,5,0.0073,0.46,1.421,1.509,0.442,2.5E-05,14327.6716501829,20260.5252577144,1267.73116742344
564,242645.644575232,140,4,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,27354.2583805853,16639.4507542631,4874.71932186686
565,127040.798749153,140,0,0.0375,0.324,1.774,1.485,0.695,5.375E-05,5534.8483617398,18534.8096516237,0
566,239446.978737269,116,3,0.0073,0.46,1.421,1.509,0.442,2.5E-05,15711.8794449855,54850.3725915384,6419.92285701444
567,190102.832779069,116,3,0.0375,0.324,1.774,1.485,0.695,5.375E-05,0,47707.8932008224,0
568,187706.051124751,128,2,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,23953.6518274702,16355.1293575997,16118.8539661504
569,162863.349017283,128,8,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,15058.1151146256,17033.1826471039,0
570,121756.840870045,140,7,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,15512.7134064317,23409.7052047044,0
571,158359.741446931,140,7,0.0073,0.46,1.421,1.509,0.442,2.5E-05,19785.3784958757,18480.3036196498,4572.37282934728
572,195418.08364586,128,4,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,23873.2814600389,17536.1219289592,7117.67021934608
573,224388.33456695,140,7,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,22507.7489736596,16209.7784025802,0
574,194890.16983024,128,7,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,23903.8420299815,17439.1895418534,7630.16630375145
575,367024.700947473,116,9,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,53066.162757425,36193.8167882666,120359.637163102
576,195006.451470169,128,9,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,24023.9729101554,17427.0073996669,7729.33836664764
577,260175.889408146,140,4,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,27385.2329976633,16604.5586784313,1998.08840918807
578,158933.874688135,128,1,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,15551.1978175722,17059.0845008426,0
579,168979.224276446,140,6,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,17950.5247766836,16461.130289561,0
580,190102.832779069,116,7,0.0375,0.324,1.774,1.485,0.695,5.375E-05,0,47707.8932008224,0
581,233901.811998514,116,2,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,15945.4198665128,44489.0100291802,0
582,164111.649676581,128,6,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,14708.7575984269,17078.0522586855,0
583,197560.891918003,140,8,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,26006.8765231147,15991.367366966,10642.494689493
584,237034.866111763,128,7,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,25412.6447012014,17650.8568833333,4772.19023277426
585,266387.258241771,140,8,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,45264.0446176442,10619.0730735776,72573.9111300959
586,350081.561977365,116,3,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,48093.6194084714,35676.2982150452,127287.658223773
587,253383.825600065,128,9,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,25451.6374435488,17768.2773347078,675.316678353588
588,183338.729192569,116,8,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,0,59773.7187539015,0
589,267782.402020321,116,7,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,14986.8641136644,52830.1207343498,0
590,278998.674519758,116,8,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,28692.7321108178,44106.35025,36940.309802226
591,128170.137658963,140,4,0.0375,0.324,1.774,1.485,0.695,5.375E-05,1421.22544200607,19939.7056141057,0
592,199005.045790889,140,7,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,26010.8174832213,16227.5284364271,8945.31575830368
593,152978.51862983,140,1,0.0073,0.46,1.421,1.509,0.442,2.5E-05,18286.2741124637,18551.765479416,3757.18133333138
594,352063.024621563,116,0,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,48363.9196542356,35720.9601950359,126781.570373413
595,163816.699676966,128,9,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,14838.0331439076,17043.972653744,0
596,158044.651204629,140,5,0.0073,0.46,1.421,1.509,0.442,2.5E-05,19930.0232286386,18431.2262320512,5584.33855955264
597,120794.618132065,128,9,0.0375,0.324,1.774,1.485,0.695,5.375E-05,0,18362.7362265237,0
598,187979.034573058,128,1,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,23829.9445019885,16402.7517596657,15839.489656894
599,281084.599903799,116,4,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,28361.6859616296,44470.5246090655,34596.8278751751
600,120794.618132065,128,7,0.0375,0.324,1.774,1.485,0.695,5.375E-05,0,18362.7362265237,0
601,269641.692786849,176,0,0.0267,0.819,1.614,1.543,0.533,3.53409090909091E-05,28366.0261899904,20485.1994199179,1473.25324839825
602,259982.426774195,164,8,0.0267,0.819,1.614,1.543,0.533,3.53409090909091E-05,27629.6016508808,19657.6441226143,0
603,142147.157317849,152,1,0.0122,0.323,1.658,1.588,0.551,3.73863636363636E-05,13578.4005561161,20569.7932751974,0
604,169426.855358065,176,2,0.0371,0.393,1.363,1.625,0.466,2.77272727272727E-05,21095.8031727989,19858.5096516583,0
605,277242.547887153,176,3,0.0499,0.937,1.521,1.368,0.423,2.28409090909091E-05,39665.2353298348,13631.95535,48355.4546587609
606,184512.110874087,164,3,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,23561.6353201886,18515.8595181092,0
607,242096.704147145,176,3,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,28012.3051731232,24718.5626569851,440.716622174483
608,196856.806114313,176,0,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,25316.4704844173,19473.171665076,0
609,145833.086154601,152,5,0.0122,0.323,1.658,1.588,0.551,3.73863636363636E-05,13146.6567966326,21203.33022861,0
610,253583.471773158,164,0,0.0267,0.819,1.614,1.543,0.533,3.53409090909091E-05,26273.5080531566,19526.4628903191,943.36658212675
611,251963.901167841,176,9,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,32273.3353197743,25169.5645743008,0
612,98970.0542284288,152,1,0.0333,0.186,1.779,1.494,0.517,3.35227272727273E-05,0,21879.2659025618,0
613,213702.579104649,164,8,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,22042.2204675695,20030.9502823076,0
614,279206.415887685,176,4,0.0267,0.819,1.614,1.543,0.533,3.53409090909091E-05,29652.8914156131,20728.9729949495,0
615,142051.213915883,152,2,0.0122,0.323,1.658,1.588,0.551,3.73863636363636E-05,13558.8992769403,20573.8506890424,0
616,202628.928374356,152,7,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,19963.1386942773,18768.1085358963,0
617,251960.797889294,176,7,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,32488.2241166947,25219.3768485877,0
618,223278.088166702,152,9,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,27715.8490468115,22400.844997805,0
619,276570.054756378,176,2,0.0499,0.937,1.521,1.368,0.423,2.28409090909091E-05,39470.9225692491,13598.6227333333,48645.0052327587
620,215533.109656455,164,6,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,21851.0604573008,20046.0975185582,0
621,236487.745043613,164,9,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,29712.2916641858,23690.6347980866,0
622,294778.834492723,164,0,0.0085,1.041,1.445,1.535,0.676,5.15909090909091E-05,32277.2635993822,20158.0152166667,7458.62630991045
623,207676.687822925,164,2,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,21857.0531345515,20041.2351031401,0
624,260143.313484404,164,2,0.0499,0.937,1.521,1.368,0.423,2.28409090909091E-05,36774.9089762092,12954.2746374928,46047.8011926775
625,161192.951554166,176,2,0.0122,0.323,1.658,1.588,0.551,3.73863636363636E-05,16408.2728623457,23205.59733703,0
626,184342.823899619,164,1,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,23531.3462061369,18510.7141610443,0
627,215141.272695211,164,9,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,21794.8910659009,20032.6554616732,0
628,201754.019822158,176,8,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,26307.1409211376,19435.9775499161,0
629,221258.209233883,176,3,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,23645.0983526771,21133.4699659338,0
630,114228.975310517,176,9,0.0333,0.186,1.779,1.494,0.517,3.35227272727273E-05,0,25324.1382828534,0
631,146190.016489386,152,9,0.0122,0.323,1.658,1.588,0.551,3.73863636363636E-05,12786.554243707,21218.3655888914,0
632,180810.589645569,152,6,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,22268.6588513838,17270.0555770654,0
633,239290.978232292,152,0,0.0267,0.819,1.614,1.543,0.533,3.53409090909091E-05,24224.9042694553,18173.485956312,1459.26414470739
634,151198.240825347,164,2,0.0122,0.323,1.658,1.588,0.551,3.73863636363636E-05,15239.5697629703,21808.194553111,0
635,277035.134676863,176,1,0.0499,0.937,1.521,1.368,0.423,2.28409090909091E-05,39348.2930435645,13622.1022400394,48536.7188321553
636,235877.953007931,164,5,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,29582.6861434372,23950.0124615655,0
637,190920.445396331,164,7,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,24333.1581176806,18483.880464928,0
638,154906.939846442,164,8,0.0122,0.323,1.658,1.588,0.551,3.73863636363636E-05,14763.4198735944,22261.6529017603,0
639,290525.836895657,176,9,0.0499,0.937,1.521,1.368,0.423,2.28409090909091E-05,39285.5180620004,15297.6297673396,29520.4844370797
640,98970.0542284288,152,0,0.0333,0.186,1.779,1.494,0.517,3.35227272727273E-05,0,21879.2659025618,0
641,311458.318516703,176,2,0.0085,1.041,1.445,1.535,0.676,5.15909090909091E-05,34464.532715959,21022.5203906156,9178.95966876212
642,255825.611130732,152,8,0.0499,0.937,1.521,1.368,0.423,2.28409090909091E-05,32420.5377097161,13843.8921968217,23460.4479038201
643,154341.282052787,152,8,0.0371,0.393,1.363,1.625,0.466,2.77272727272727E-05,16664.0042890615,17910.1640320391,0
644,196270.717866019,152,3,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,20234.6801314279,18780.3372866022,0
645,98970.0542284288,152,5,0.0333,0.186,1.779,1.494,0.517,3.35227272727273E-05,0,21879.2659025618,0
646,260780.125730628,164,3,0.0499,0.937,1.521,1.368,0.423,2.28409090909091E-05,37079.4058039994,12989.081015993,45639.5956793424
647,196164.775080326,176,3,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,25381.4617118355,19473.3005792433,0
648,203147.212637096,152,6,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,20829.318860647,18781.7887949764,0
649,283256.020151645,152,0,0.0159,1.109,1.713,1.304,0.433,2.39772727272727E-05,37197.4864144265,12135.9295673106,60578.0496193546
650,98970.0542284288,152,4,0.0333,0.186,1.779,1.494,0.517,3.35227272727273E-05,0,21879.2659025618,0
651,287537.162559671,152,7,0.0085,1.041,1.445,1.535,0.676,5.15909090909091E-05,31052.9124957807,19595.0546415404,3506.80697821886
652,311989.080991506,176,1,0.0085,1.041,1.445,1.535,0.676,5.15909090909091E-05,34351.5421833295,21028.9485950661,9142.40313780638
653,304191.707322946,164,7,0.0085,1.041,1.445,1.535,0.676,5.15909090909091E-05,34274.3367012563,20846.3667824465,3766.66042837918
654,185118.505102682,164,0,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,23554.2642932231,18516.627273541,0
655,256727.70756581,152,5,0.0499,0.937,1.521,1.368,0.423,2.28409090909091E-05,32151.3396389598,14021.1053,22943.5887908377
656,322115.515389995,176,5,0.0085,1.041,1.445,1.535,0.676,5.15909090909091E-05,36647.6429525082,21663.3244250925,5720.43657778668
657,262552.375174976,164,6,0.0267,0.819,1.614,1.543,0.533,3.53409090909091E-05,27643.6883646268,19676.4428463201,0
658,174062.778610533,152,2,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,21561.95279654,17258.7602019041,0
659,227324.676178124,176,8,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,23711.4881461291,21118.505863071,0
660,302943.802153092,164,5,0.0085,1.041,1.445,1.535,0.676,5.15909090909091E-05,34084.0682655724,20651.8717693233,4831.97854678742
661,208080.507073728,164,3,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,21946.7486954232,20043.8481606874,0
662,106807.224123559,164,4,0.0333,0.186,1.779,1.494,0.517,3.35227272727273E-05,0,23600.128669033,0
663,288365.24990889,152,6,0.0085,1.041,1.445,1.535,0.676,5.15909090909091E-05,31328.2404520844,19604.3524661209,3518.87372063882
664,323673.011499187,176,9,0.0085,1.041,1.445,1.535,0.676,5.15909090909091E-05,37030.7437967529,21842.6959722348,4737.85592493335
665,114228.975310517,176,8,0.0333,0.186,1.779,1.494,0.517,3.35227272727273E-05,0,25324.1382828534,0
666,220828.181985693,176,2,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,23520.9767299501,21132.2390934722,0
667,165878.21601449,176,5,0.0122,0.323,1.658,1.588,0.551,3.73863636363636E-05,16312.2180489763,23874.6751158315,0
668,159425.958123129,164,1,0.0371,0.393,1.363,1.625,0.466,2.77272727272727E-05,17950.9657017124,18870.364758381,0
669,214625.166059227,152,2,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,24012.7288181205,22046.7177895265,738.021226548326
670,180777.54933591,152,4,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,22282.2497681,17272.0528066873,0
